link_url,img_src,coordinates
https://www.equatorinitiative.org/2017/06/21/connecting-to-global-markets/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/31a333b30edc5cc2d1592c097f054ef3-sra-650x415.jpg,-0.3833784_130.85763339999994
https://www.equatorinitiative.org/2020/04/24/solution11168/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,11.803749_-15.180413
https://www.equatorinitiative.org/2020/04/24/solution11272/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11127/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-14.235004_-51.92528
https://www.equatorinitiative.org/2017/07/10/conservacion-de-la-biodiversidad-en-bosques-de-produccion-de-las-empresas-forestales-comunitarias/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/3346474190_fa5a8be099_o-650x415.jpg,26.93261252231611_-105.67632898465575
https://www.equatorinitiative.org/2017/07/10/conservacion-de-la-biodiversidad-en-la-zona-alta-del-rio-yurumangui-con-el-desarrollo-de-mejores-practicas-ambientales-y-sociales-en-la-mineria-de-oro-artesanal-y-a-pequena-escala/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/9d4ec5b10dd19012e0eee6e98caac0f4-IMG_1775-650x415.jpg,3.8830471_-77.01972119999999
https://www.equatorinitiative.org/2017/08/04/conservation-and-protection-of-amur-falcon-and-creation-of-alternate-livelihood-options/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/6328134243_3c1a81527d_o-650x415.jpg,26.1584354_94.56244259999994
https://www.equatorinitiative.org/2017/06/09/conservation-and-sustainable-utilization-of-medicinal-plantstrees-and-conservation-concern-species/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/0cc9d8a029945e2bd395305405f00870-IMG_0102-650x415.jpg,31.885176111619696_77.15318175826644
https://www.equatorinitiative.org/2017/07/31/conservaiton-compact-a-integrated-coastal-management-to-improve-climate-change-adaptability-and-reduce-emissions-from-mangrove-forest-conversion/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/9e16fe7d5b437c81213973a715d5452d-DSCN0394-650x415.jpg,-0.02574_109.34321699999998
https://www.equatorinitiative.org/2017/08/08/conservaiton-compact-a-integrated-coastal-management-to-improve-climate-change-adaptability-and-reduce-emissions-from-mangrove-forest-conversion-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/23009649061_4591ced444_o-650x415.jpg,-0.0288093_109.3202407
https://www.equatorinitiative.org/2017/07/31/conservaiton-compact-b-friendly-forest-initiative-through-non-timber-forest-products/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/e9fc28c5bb9fc67e44df4360d96f5011-FFI4-650x415.jpg,-0.02574_109.34321699999998
https://www.equatorinitiative.org/2017/07/31/conservation-compact-b-the-gunung-niut-project/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/e9fc28c5bb9fc67e44df4360d96f5011-FFI4-650x415.jpg,-0.02574_109.34321699999998
https://www.equatorinitiative.org/2017/06/30/conservation-de-la-foret-par-la-promotion-de-lecotourisme/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/ccbe1bfe14aa3f4355bd9d08fdc1821c-Solution-1_Ecotourism-650x415.jpg,-18.83498_48.45873819999997
https://www.equatorinitiative.org/2017/06/21/conservation-is-development-saving-tiger-enhances-community-development/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/d52f8124278f67602e81eea5e83921b2-Workshop-with-Village-Tiger-Response-Team-650x415.jpg,23.746637050574492_90.41123628888545
https://www.equatorinitiative.org/2017/08/03/conservation-of-vanishing-vulture-with-habitat-management-sustainable-tourism-and-livelihood-enhancement/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/713383c2d71ef125a864fc94e2a8bcb1-Vulture-Feeding-on-Jatayu-Restaurant-650x415.jpg,27.6367653_84.16329759999996
https://www.equatorinitiative.org/2017/06/20/conservation-scheme-agreements-for-incentive-based-conservation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/71aeca33140f6c889b577f8d26baa4ce-2016-12-22_124521-650x415.jpg,-0.07746445009925458_34.7661060757797
https://www.equatorinitiative.org/2017/06/15/conserving-the-kilum-ijim-forest-by-increasing-honey-production-and-promoting-forest-regeneration/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/9a0a4fb3df8f702d94ec3899f462c4a7-Bee-farming-training-with-Beehive-completed-650x415.jpg,6.279820602508953_10.284292659042421
https://www.equatorinitiative.org/2020/04/24/solution11139/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,16.002082_-24.013197
https://www.equatorinitiative.org/2017/06/23/construction-de-bassins-de-decantation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/37d468a1c366951c3b98c6175b8cc59d-P1110790-650x415.jpg,36.2635498_2.7529380999999375
https://www.equatorinitiative.org/2017/06/27/contribution-a-la-conservation-de-la-biodiversite-et-a-la-lutte-contre-le-changement-climatique/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/4c4291633e80ec7f55c05447934d72ce-Ouverture-de-pare-feu-650x415.jpg,10.5291781_0.5257822999999462
https://www.equatorinitiative.org/2017/07/11/control-de-la-invacion-del-pez-leon-en-el-caribe-sur-de-costa-rica/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/7649928726_b19b01f037_k-650x415.jpg,9.631265980624333_-82.65806452090146
https://www.equatorinitiative.org/2017/07/05/controle-mecanico-de-especies-invasoras-fixacao-de-especies-endemicas-florestais-e-fruticolas-e-construcao-de-arretos/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/d6d30f4dc0fdbb4bac612a815d6433a5-DSCN0286-650x415.jpg,17.091237_-25.14148399999999
https://www.equatorinitiative.org/2017/08/02/controlling-poaching-of-wild-birds/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/7d1e3868a6d16853d31ee8235ff326dc-IMG_1157-650x415.jpg,20.2543645_85.84457329999998
https://www.equatorinitiative.org/2017/06/07/convivencia-com-a-realidade-semiarida-promovendo-o-acesso-a-agua-solidariedade-e-cidadania/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/f32f1a132bfa65a4fe2d095544308fc3-Elizabete-Soares-e-Severino-Comunidade-Coronel-Teixeira-Produção-Agroecológica-Foto-Renalle-Benício-650x415.jpg,-7.221019934554257_-37.25211752757798
https://www.equatorinitiative.org/2017/07/13/cook-stove-cs/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/3616f9868b720719f110ab947a613b52-CS-650x415.jpg,-8.85947907562809_126.36247719986113
https://www.equatorinitiative.org/2017/07/13/cook-stove-cs-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/6785008166_561cb974d5_o-650x415.jpg,-8.733806209259026_125.5660527061516
https://www.equatorinitiative.org/2020/04/24/solution11460/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,46.818188_8.227512
https://www.equatorinitiative.org/2020/04/24/solution11248/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11284/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,23.634501_-102.552784
https://www.equatorinitiative.org/2020/04/24/solution11214/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-38.416097_-63.616672
https://www.equatorinitiative.org/2020/04/24/solution11343/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,0.18636_6.613081
https://www.equatorinitiative.org/2020/04/24/solution11267/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11225/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,15.783471_-90.230759
https://www.equatorinitiative.org/2020/04/24/solution11220/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11315/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11452/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-35.675147_-71.542969
https://www.equatorinitiative.org/2020/04/24/solution11269/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11292/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,4.570868_-74.297333
https://www.equatorinitiative.org/2020/04/24/solution11285/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11244/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2020/04/24/solution11241/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-1.831239_-78.183406
https://www.equatorinitiative.org/2017/06/13/countrywide-pollinator-promotion-and-planting-events/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/12-650x415.png,27.81079790025287_99.80727952576444
https://www.equatorinitiative.org/2017/07/14/creacion-de-la-reserva-comunitaria-acus-yunguilla/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/3185914041_882959b7b5_b-650x415.jpg,-0.18051372582397146_-78.46768799629518
https://www.equatorinitiative.org/2017/07/11/creacion-de-reservas-hidricas-comunitarias/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/f0c57cac5ee8b382e2b24c60d018ab92-P1080001-650x415.jpg,0.29794370306334544_-78.261935880951
https://www.equatorinitiative.org/2017/06/14/create-employment-opportunity-for-young-women/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/0-1-650x415.jpg,6.162914119415382_8.640542847207598
https://www.equatorinitiative.org/2017/08/07/creating-a-model-on-social-fencing-in-local-conservation-area/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/6038139354_3eaa1d1488_o-650x415.jpg,12.5166664_124.75
https://www.equatorinitiative.org/2017/06/13/creating-an-online-platform-and-complementary-logistical-system-for-beekeepers-and-consumers/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/2-650x415.png,27.810522702052694_99.80763894177244
https://www.equatorinitiative.org/2017/06/08/creating-the-first-regional-ecological-center-of-social-innovation-which-also-would-allow-the-promotion-of-ecological-technologies-for-the-sustainable-development-in-moldova/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/f828cd9635d7be9af94623726f299210-slideshow_Page_11-650x415.jpg,47.0257771567989_28.816944869766303
https://www.equatorinitiative.org/2017/06/30/creation-decovillages-resilients-au-changement-climatique-dans-le-departement-de-gossas/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/14954e6960528a2ee71dd9da1cff2281-DSC_0470-650x415.jpg,14.799669067644274_-16.92840570117187
https://www.equatorinitiative.org/2017/08/07/creation-of-a-national-platform-for-organic-farming-in-mauritius-for-capacity-building-and-certification/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/3e4bdac7ba337faa75c8fa7e404a0a1c-20160528_131253-650x415.jpg,-20.1600838_57.50790589999997
https://www.equatorinitiative.org/2017/06/05/creation-of-a-rural-women-vegetable-network/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/999-650x415.jpg,4.149190067956838_9.247147359802284
https://www.equatorinitiative.org/2017/06/15/creation-of-new-opportunities-to-work-on-other-areas-of-medicinal-plants-identification-and-documentation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/6700300405_c6d280cd6f_b-650x415.jpg,9.266819267091494_7.910729508219482
https://www.equatorinitiative.org/2017/06/29/creer-un-refuge-animalier-servant-de-vitrine-et-de-porte-dentree-pour-la-decouverte-de-la-vallee-du-sitatunga/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/91e768f2627415610622316063abcfdf-porcherie-sur-pilotis-10-650x415.jpg,6.451411134364936_2.3489223518677136
https://www.equatorinitiative.org/2017/07/05/criacao-de-centro-multi-funcional-despistagem-e-de-aconselhamento/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/8692066183_5f0879514d_k-650x415.jpg,11.8505582_-15.591608899999983
https://www.equatorinitiative.org/2017/08/04/cultivation-of-minor-millets-for-strengthening-food-security-economic-stability-and-climate-change-adoption/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/6315318564_fe947581d0_o-1-650x415.jpg,13.0287193_77.60466680000002
https://www.equatorinitiative.org/2020/04/24/solution11039/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-0.023559_37.906193
https://www.equatorinitiative.org/2020/04/24/solution11406/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,20.593684_78.96288
https://www.equatorinitiative.org/2017/07/07/declaracion-de-una-reserva-ejidal-aprovechamiento-sustentable-de-los-recurso-naturales/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/7f7a47ad22d714c837730af2d2b4a196-DSC_0067-650x415.jpg,20.8899168_-88.135694
https://www.equatorinitiative.org/2017/07/14/declaratoria-de-areas-protegidas-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/9561f4f8183928298484a6955259ee35-DMI-Bahía-de-Cispata-1-650x415.jpg,9.375020433044535_-75.75834265641402
https://www.equatorinitiative.org/2017/07/11/declaratoria-de-areas-protegidas/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/99200686a3dfb0cbff2271099ea6ee80-Plataformas-artificiales-650x415.jpg,9.374642_-75.75851699999998
https://www.equatorinitiative.org/2017/06/14/deforestation-and-degradation-rate-through-community-forest-land-allocation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/8-650x415.jpg,27.74826288482487_85.34847052597809
https://www.equatorinitiative.org/2017/07/05/deixar-a-parte-da-cutia-2/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/021f0a3e6cbb24cbc592a33aa4a49bd4-IMG_20170215_1447103591-650x415.jpg,-9.89747145052521_-58.563222660913084
https://www.equatorinitiative.org/2017/06/06/demarcation-mapping-and-registration-of-kaw-customary-lands-community-forests-wildlife-sanctuaries-protected-areas/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/000000000000-650x415.jpg,21.95889507925673_96.13003863623044
https://www.equatorinitiative.org/2017/06/22/demonstration-farm/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/537b10dd0351450b151cb7e18fe3706d-final-farm-graphic-page-001-650x415.jpg,13.1132219_-59.598808899999995
https://www.equatorinitiative.org/2017/07/07/desarrollo-de-capacidades-de-productores-agroecologicos-para-la-gestion-de-la-seguridad-alimentaria-e-insercion-al-mercado-distrito-de-cullhuas/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/b5578ab346ae7d9c43ca874683f32b5e-foto-6-650x415.jpg,-12.066127262489236_-75.21781611904908
https://www.equatorinitiative.org/2017/07/06/desarrollo-sostenible-mediante-conservacion-de-la-naturaleza-para-turismo-vivencial/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/efb2036209b705142945ba1e940c7b2c-DSC01382-650x415.jpg,-13.5218939_-71.97521710000001
https://www.equatorinitiative.org/2017/07/10/desarrollo-sustentable/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/2245f3c13587b90e405555d78cd47932-campamento-416_2_orig-650x415.jpg,17.4449999_-92.02388989999997
https://www.equatorinitiative.org/2017/07/06/desenvolvimento-de-atividades-turisticas-em-zona-costeira-sem-prejuizo-aos-bens-ambientais-e-sem-vulnerabilizacao-das-populacoes-locais-e-com-incentivo-a-inovacoes-tecnologicas-nas-atividades-tradicio/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/0b43c43ab6175df5edc8f6d16b845c9d-quintais-produtivos-650x415.jpg,-3.745115199999999_-38.51326019999999
https://www.equatorinitiative.org/2017/07/05/desenvolvimento-sustentavel-atraves-da-reciclagem-de-oleo-e-banha/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/4612847216_0d474215aa_b-650x415.jpg,-22.913532_-45.448301000000015
https://www.equatorinitiative.org/2017/08/02/design-of-a-community-based-eco-tourism-pattern/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/14245493027_2c4d911688_k-650x415.jpg,35.6891975_51.388973599999986
https://www.equatorinitiative.org/2017/06/20/despite-unprecedented-droughts-the-abolhassani-have-managed-to-cope-with-the-lack-of-water-mainly-by-reinventing-agriculture-and-elaborating-a-thorough-plan-called-the-coping-with-the-droug/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/9a82b3d83e1a4e09119b8d8fa42e3f92-drought-cycle-650x415.jpg,35.689371777634854_51.497506505578485
https://www.equatorinitiative.org/2017/06/21/developing-financial-sustainability-mechanisms-to-improve-marine-protected-area-management/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/66f60d67a4b5f1ceeb8a99860f273bd5-The-women-of-KAAMPAKAs-social-enterprise-650x415.jpg,8.94990792250129_125.54335008678595
https://www.equatorinitiative.org/2017/06/15/development-and-implementing-of-key-biodiversity-area-management-plans/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/30223888641_5ac9404753_b-650x415.jpg,-13.850581214379586_-171.7513980153443
https://www.equatorinitiative.org/2017/06/14/development-of-a-local-bio-diversity-register-and-incorporationg-the-same-in-village-development-plan/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/44-650x415.jpg,21.085332549607138_79.09723420429918
https://www.equatorinitiative.org/2017/06/08/development-of-the-local-tourism-and-socioeconomic-platform/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/13117216845_aedebc5118_k-650x415.jpg,42.44922921510177_19.24352853988114
https://www.equatorinitiative.org/2017/06/29/developpement-de-la-resilience-climatique-a-travers-le-renforcement-des-agdals-et-de-la-transhumance-mise-en-defens-communautaire/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/72ea5f62961a805209ea397c9839c324-Capacity-development-workshop-on-biodiversity-conservation1-650x415.jpg,32.495761951524074_-6.67840109741212
https://www.equatorinitiative.org/2017/06/28/developpement-des-activites-generatrices-de-revenus-avec-le-secteur-prive/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/a75ae9108985a372418046d0cbef04cf-Elevage-de-concombre-de-mer_Soariake-Madagascar-650x415.jpg,-18.95144480259869_46.90369676745604
https://www.equatorinitiative.org/2020/04/24/solution11006/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,20.593684_78.96288
https://www.equatorinitiative.org/2017/07/07/diplomado-en-agroecologia-integral-sustentable/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/70c29ec41c7c0b0cfd1cf2662e334045-20170128_141002-650x415.jpg,17.0057411_-92.1152624
https://www.equatorinitiative.org/2017/06/19/disaster-mitigation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/2419182555_30b36299c2_o-650x415.jpg,17.88163258086018_-76.39496605665283
https://www.equatorinitiative.org/2017/07/10/diseno-e-implementacion-de-planes-prediales-de-adaptacion-en-el-enfoque-tesac/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/15214027254_6dd28ba889_k-650x415.jpg,2.5566399_-76.73417999999998
https://www.equatorinitiative.org/2017/06/05/diverse-community-development-plan/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/cc0b8bd24283c3684efbfc404340949a-Traqining-of-Maternity-650x415.jpg,22.701297992375057_90.34679021904913
https://www.equatorinitiative.org/2017/06/06/diverse-tree-planting-program/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/0-650x415.jpg,10.540358343431304_7.411509246102128
https://www.equatorinitiative.org/2017/07/07/diversificacion-de-ingresos-a-traves-del-tour-operador-actuar-aventuras-rurales/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/5e7eea3bb7d8999e3a5342e12c9b15c9-Mapa-ACTUAR_Frente-650x415.jpg,9.9274104_-84.0544741
https://www.equatorinitiative.org/2017/06/14/diversified-sustainable-and-inclusive-enterprise-development-for-greater-community-development/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/9-650x415.jpg,27.935498394878945_85.66126960366057
https://www.equatorinitiative.org/2017/06/30/diversifier-les-sources-de-revenus-des-producteurs-par-lappui-au-developpement-de-nouvelles-initiatives-economiques/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/5143a10a8e54a4656af3cf146f247395-Diversification_Eco_Boeuf_2-650x415.png,19.7675517_-72.19437640000001
https://www.equatorinitiative.org/2017/06/13/diversify-livelihood-options-to-reduce-dependency-on-natural-resources-by-supporting-community-initiatives-towards-improved-livestock-production-and-environmental-protection/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/11354191993_dcd69dc1cb_k-650x415.jpg,13.154368143700326_37.8949348576416
https://www.equatorinitiative.org/2017/08/03/diversifying-alternative-energy-sources-for-household-use-and-tobacco-curing-through-promotion-of-giant-timber-bamboo-and-sound-forest-management-through-assisted-natural-regeneration-sites/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/f2416af36a06f01c4170d49ee50adc60-IMG_8396-650x415.jpg,-19.015438_29.154856999999993
https://www.equatorinitiative.org/2017/06/07/diyalo-energy/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/c6817568d887c1294617df111bbc0fc3-NG0A2348-650x415.jpg,28.29173146922443_83.59496372948456
https://www.equatorinitiative.org/2017/06/07/diyalo-farms-in-the-form-of-herbs-for-change/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/2aea48a8fccfa891195101e2f78372cd-unspecified-650x415.jpg,28.36835396556014_83.53900480280686
https://www.equatorinitiative.org/2017/06/07/diyalo-schools-with-agri-gardens/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/05a04a883489aa7c5ea9e0d12d671ce5-NG0A2274-650x415.jpg,28.277776994409717_83.59974074374009
https://www.equatorinitiative.org/2020/04/24/solution11005/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,38.963745_35.243322
https://www.equatorinitiative.org/2017/06/07/don-oso-program/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/24651442384_b3c1aefe44_k-650x415.jpg,-2.8758690062446375_-79.00406215759426
https://www.equatorinitiative.org/2020/04/24/solution11400/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,1.373333_32.290275
https://www.equatorinitiative.org/2017/08/07/drip-irrigation-technologies-for-small-holders/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/6a2f9faa5f71c5fb294093e3abc986b9-BUCKET-DRIP-IRRIGATION-650x415.jpg,9.081999_8.675277000000051
https://www.equatorinitiative.org/2017/06/20/drought-mitigation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/232f867fbcedb4c4c00b54bdf85c151a-IMG_6555-650x415.jpg,26.26181259108582_72.99122719147113
https://www.equatorinitiative.org/2020/04/24/solution11472/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-25.274398_133.775136
https://www.equatorinitiative.org/2020/04/24/solution11348/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,27.514162_90.433601
https://www.equatorinitiative.org/2017/06/13/ebiil-society-fishery-monitoring-project/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/1-1-650x415.jpg,7.342110926736306_134.4623296663567
https://www.equatorinitiative.org/2020/04/24/solution11169/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-0.803689_11.609444
https://www.equatorinitiative.org/2020/04/24/solution11065/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,-30.559482_22.937506
https://www.equatorinitiative.org/2020/04/24/solution11394/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,48.019573_66.923684
https://www.equatorinitiative.org/2020/04/24/solution11297/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,6.42375_-66.58973
https://www.equatorinitiative.org/2017/08/04/ecosystem-restoration/,https://www.equatorinitiative.org/wp-content/uploads/2017/08/bc0bb8f84856422de727baff1f53f9cf-agroforestry-650x415.jpg,1.019089_35.00230480000005
https://www.equatorinitiative.org/2017/06/14/ecosystem-restoration-and-biodiversity-enhancement/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/22-650x415.jpg,1.0206363894327979_35.00222969814763
https://www.equatorinitiative.org/2017/06/21/ecosystem-restoration-with-key-ecological-and-cultural-species/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/16724261778_346c5346de_b-650x415.jpg,-0.20527564383610244_-78.48817565277864
https://www.equatorinitiative.org/2017/06/20/ecosystem-based-climate-change-adaptation/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/03a178b67a7f3aa56c65193c5b20e53b-IMG_4835-650x415.jpg,41.01942559386633_29.044084967567414
https://www.equatorinitiative.org/2017/06/06/a-green-plan/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/27478095074_fee54c51db_k-650x415.jpg,26.8997919_86.70138939999993
https://www.equatorinitiative.org/2017/07/07/ecotecnias-y-gestion-integral-del-agua/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/607046d7fe9074ec7bdc03b821e58709-Gestion-integral-del-agua-650x415.jpg,17.1046837_-92.27365609999998
https://www.equatorinitiative.org/2017/07/11/ecoturismo-y-reforestacion-en-las-lomas-del-paraiso/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/3ea67c86ea1963efd8a375a50771ae21-DSC_0154-650x415.jpg,-11.995962037447258_-76.99550420599365
https://www.equatorinitiative.org/2020/04/24/solution11174/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,9.945587_-9.696645
https://www.equatorinitiative.org/2017/07/05/educacao-ambiental/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/1f4cf5d42826883bbfa272ff305cd5f0-14446075_1050134591751397_3212623519664049645_n-650x415.jpg,-23.6988424_-46.59074529999998
https://www.equatorinitiative.org/2017/07/05/educacao-ambiental-producao-e-difusao-do-conhecimento-agroflorestal/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/2b7b49439ee4d73ea5dd322e14cdebe8-Ribeirão_Preto_SP-650x415.jpg,-9.36979193090635_-58.536388779907156
https://www.equatorinitiative.org/2017/07/10/educacion-para-la-sostenibilidad-ambiental-centro-de-arte-popular-del-humedal-ramsar-laguna-la-cocha-para-la-difusion-hacia-la-comunidad-local/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/6283022379_d83a23769e_b-650x415.jpg,1.2063771171115356_-77.28807224208072
https://www.equatorinitiative.org/2017/06/19/education/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/91ee1290a792c3506fbcbda9653f8a2e-Learning-about-the-great-apes-650x415.jpg,-2.512366011141573_28.848323442991614
https://www.equatorinitiative.org/2017/06/29/education-environnementale/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/14243442345_611b332ee1_k-650x415.jpg,10.8733058_0.20102329999997437
https://www.equatorinitiative.org/2017/06/23/eduquer-a-lenvironnement-les-jeunes-issues-des-communautes-locales-pour-investir-dans-les-generations-futures/,https://www.equatorinitiative.org/wp-content/uploads/2017/06/6888821f2647f72bd8dfd21fd081b34c-circuit-650x415.jpg,32.35289118224734_-6.350356206054698
https://www.equatorinitiative.org/2020/04/24/solution11441/,https://www.equatorinitiative.org/wp-content/uploads/2020/04/5555-650x415.jpg,20.593684_78.96288
https://www.equatorinitiative.org/2017/07/07/eje-agua-saludable-mejorar-la-calidad-y-permanencia-del-recurso-hidrico-a-traves-de-practicas-y-medidas-de-adaptacion-de-restauracion-ecologica-participativa-y-uso-racional-y-eficiente-del-agua/,https://www.equatorinitiative.org/wp-content/uploads/2017/07/5fb4be7b9a473e05fc17ec78474e2f52-GEDC3874-650x415.jpg,4.570868_-74.29733299999998
